xizmat_turi,mintaqa,sektor,kredit_ball,yosh,tajriba,oldingi_kreditlar,oldingi_defaultlar,moliyalash_miqdori,muddat_oy,foyda_stavkasi,ltv_nisbati,qarz_xizmat_nisbati,likvidlik,leverage,garov_sifati,sharia_audit,gharar_darajasi,maysir_ekspozitsiya,halal_sertifikat,bozor_volatilligi,yim_osishi,inflyatsiya,valyuta_tebranishi,neft_narxi,bank_indeksi,pd_qiymati,ead,lgd,kutilgan_zarar,default_holati,risk_darajasi,risk_kodi,xizmat_enc,mintaqa_enc,sektor_enc
Musharaka,Qashqadaryo,Xizmat,777,29,15,3,0,240687,36,0.2577,0.4218,0.3211,0.6235,0.2597,4,0.7778,0.3618,0.1347,1,0.3054,0.0461,0.0977,0.0355,0.2902,-0.0135,0.4411,333733,0.5305,78100,0,Yuqori,2,2,3,5
Murabaha,Qashqadaryo,Xizmat,445,30,17,1,0,59985,24,0.1753,0.7352,0.3271,0.8983,0.8451,4,0.8098,0.2846,0.3111,1,0.0809,0.049,0.0792,0.0432,-0.0008,0.0259,0.807,70500,0.4087,23249,1,Juda Yuqori,3,1,3,5
Ijara,Qashqadaryo,Xizmat,823,47,7,3,0,40420,36,0.1229,0.6618,0.5523,0.8704,0.76,2,0.912,0.0763,0.2475,0,0.1385,0.0707,0.1204,0.1029,0.1694,-0.0583,0.4791,47872,0.4799,11005,0,Juda Yuqori,3,0,3,5
Ijara,Farg'ona,Eksport,665,24,7,3,1,9591,24,0.1122,0.6455,0.5429,0.7553,0.1068,2,0.791,0.1901,0.1181,1,0.1478,0.059,0.1079,0.0086,-0.0265,-0.005,0.5331,10667,0.2247,1278,0,Juda Yuqori,3,0,1,0
Murabaha,Qashqadaryo,Eksport,559,44,9,1,0,591972,24,0.0708,0.7733,0.4404,0.7411,0.6286,2,0.6903,0.2764,0.1003,1,0.1154,0.0442,0.1254,0.0247,-0.0519,0.1379,0.8043,633912,0.5144,262257,1,Juda Yuqori,3,1,3,0
Murabaha,Farg'ona,Qishloq xo'jaligi,655,41,6,5,0,32049,6,0.1215,0.506,0.4538,0.6978,0.8978,2,0.7863,0.1722,0.1602,1,0.0999,0.0587,0.1092,0.0241,0.0704,0.096,0.5725,33023,0.5439,10283,1,Juda Yuqori,3,1,1,2
Ijara,Buxoro,Qishloq xo'jaligi,623,59,10,4,0,8689,84,0.0945,0.9028,0.315,0.6572,0.1706,3,0.8344,0.2771,0.0912,1,0.1073,0.0567,0.1079,0.0626,-0.0192,-0.064,0.3423,11562,0.3909,1547,0,Yuqori,2,0,0,2
Ijara,Namangan,Xizmat,620,34,19,4,0,4911,12,0.0983,0.7298,0.5786,0.6274,0.7588,3,0.774,0.1209,0.1505,0,0.1554,0.0545,0.1094,0.0195,-0.0143,0.072,0.8209,5153,0.2637,1116,1,Juda Yuqori,3,0,2,5
Murabaha,Namangan,Qurilish,580,26,1,2,0,207408,36,0.15,0.4516,0.3585,0.8215,0.8223,3,0.8384,0.208,0.4,1,0.1126,0.07,0.0823,0.0628,0.073,0.0144,0.4821,254087,0.4149,50828,0,Juda Yuqori,3,1,2,3
Sukuk,Toshkent,Savdo,645,33,21,2,0,67894,84,0.0672,0.6755,0.2346,0.6615,0.1621,3,0.8471,0.3528,0.1624,1,0.0415,0.051,0.0969,0.0047,0.1554,0.0513,0.1988,83871,0.4036,6730,0,O'rta,1,3,5,4
Murabaha,Toshkent,Eksport,633,26,6,2,0,111367,12,0.0856,0.5247,0.3676,0.9475,0.2572,2,0.909,0.206,0.3199,1,0.1338,0.047,0.0878,0.0503,-0.1367,-0.0316,0.2768,116133,0.4235,13614,0,Yuqori,2,1,5,0
Musharaka,Namangan,Xizmat,631,42,2,0,0,30478,24,0.1729,0.4121,0.2879,0.5612,0.6111,3,0.6023,0.1807,0.117,1,0.2647,0.0537,0.0744,0.0199,0.0301,0.0857,0.7218,35749,0.6191,15974,1,Juda Yuqori,3,2,2,5
Sukuk,Toshkent,Qurilish,682,48,3,1,0,8933,120,0.0512,0.6903,0.3544,0.9365,0.2918,3,0.6007,0.0281,0.1836,0,0.043,0.0411,0.0966,0.0102,0.0473,-0.0739,0.1194,11219,0.3834,514,0,O'rta,1,3,5,3
Murabaha,Buxoro,Eksport,557,23,5,4,0,133055,12,0.1123,0.5075,0.5838,0.7246,0.6999,2,0.7192,0.1314,0.1335,1,0.1338,0.0475,0.0885,0.05,0.077,0.1216,0.7017,140523,0.3906,38513,1,Juda Yuqori,3,1,0,0
Musharaka,Qashqadaryo,Ishlab chiqarish,760,22,5,3,0,65907,84,0.2015,0.6997,0.1512,0.7458,0.4223,3,0.6332,0.0899,0.1737,1,0.241,0.0603,0.1071,0.0238,0.065,0.0779,0.326,112393,0.6013,22031,1,Yuqori,2,2,3,1
Murabaha,Buxoro,Qurilish,589,23,15,3,0,14217,60,0.1554,0.1601,0.478,0.7947,0.237,4,0.86,0.2443,0.0692,1,0.1161,0.0469,0.1044,0.0259,0.0016,-0.0357,0.096,19739,0.452,856,0,Past,0,1,0,3
Murabaha,Qashqadaryo,Qishloq xo'jaligi,849,34,12,2,0,1103081,6,0.0702,0.7529,0.3473,0.6704,0.5846,3,0.9682,0.0985,0.111,1,0.1339,0.0377,0.134,0.0278,0.0724,0.0681,0.1123,1122440,0.4258,53664,1,O'rta,1,1,3,2
Sukuk,Farg'ona,Savdo,737,37,6,4,0,59456,60,0.0611,0.7945,0.2857,0.8075,0.7892,1,0.8431,0.1518,0.0321,1,0.0526,0.0727,0.0948,0.0088,0.3324,0.0868,0.1324,68539,0.3917,3555,0,O'rta,1,3,1,4
Murabaha,Namangan,Savdo,733,23,20,0,0,10950,60,0.0707,0.4455,0.4699,0.6572,0.792,5,0.8471,0.1905,0.088,1,0.0942,0.0589,0.1092,0.0499,0.0031,-0.0113,0.099,12884,0.5451,695,0,Past,0,1,2,4
Sukuk,Buxoro,Savdo,622,25,19,4,1,32571,84,0.0702,0.8701,0.4448,0.7029,0.7321,3,0.84,0.2755,0.3466,1,0.0147,0.0714,0.0758,0.0441,-0.2155,0.1359,0.7972,40573,0.3889,12581,1,Juda Yuqori,3,3,0,4
Murabaha,Farg'ona,Qishloq xo'jaligi,575,42,20,2,0,157684,60,0.1584,0.4591,0.7508,0.7528,0.3899,4,0.8464,0.1047,0.1157,1,0.1328,0.0439,0.1055,0.0392,0.3548,0.1864,0.4033,220143,0.4842,42988,1,Yuqori,2,1,1,2
Murabaha,Samarqand,Qurilish,567,39,22,4,0,114743,24,0.1683,0.6931,0.1205,0.678,0.2653,3,0.9711,0.1645,0.0574,1,0.1489,0.0594,0.1345,0.0544,0.0741,0.2144,0.152,134055,0.4296,8752,0,O'rta,1,1,4,3
Murabaha,Namangan,Xizmat,573,62,11,0,0,18897,24,0.1171,0.8293,0.4123,0.7683,0.5031,3,0.6947,0.1189,0.2348,1,0.1031,0.0458,0.0882,0.0186,-0.0212,-0.0901,0.5325,21110,0.386,4340,1,Juda Yuqori,3,1,2,5
Ijara,Qashqadaryo,Ishlab chiqarish,618,46,3,2,0,328529,36,0.0741,0.3653,0.1623,0.9301,0.2609,3,0.8877,0.0792,0.1172,1,0.0798,0.0616,0.1077,0.04,0.226,0.016,0.0223,365069,0.2976,2419,0,Past,0,0,3,1
Murabaha,Toshkent,Xizmat,620,43,15,2,0,103613,60,0.1037,0.7711,0.4371,0.8937,0.6598,5,0.8986,0.326,0.0451,1,0.1067,0.0611,0.1123,0.0009,-0.1054,0.0091,0.1808,130484,0.4142,9769,1,O'rta,1,1,5,5
Sukuk,Qashqadaryo,Qurilish,553,53,24,3,0,15204,36,0.0589,0.5611,0.4831,0.7544,0.4019,4,0.8306,0.0483,0.0228,1,0.0969,0.0668,0.0903,0.0784,0.3777,-0.0124,0.049,16547,0.262,212,0,Past,0,3,3,3
Musharaka,Namangan,Qurilish,607,45,15,4,0,192504,60,0.144,0.826,0.5435,0.7433,0.5064,3,0.7776,0.3396,0.1012,1,0.2757,0.0488,0.0815,0.01,0.0082,0.0514,0.9075,261823,0.714,169639,1,Juda Yuqori,3,2,2,3
Sukuk,Buxoro,Qurilish,653,28,12,6,0,20505,24,0.0933,0.546,0.3648,0.8558,0.4192,2,0.7852,0.2431,0.2774,1,0.0453,0.0653,0.1014,0.0396,0.2141,0.058,0.2285,22420,0.1657,849,0,O'rta,1,3,0,3
Murabaha,Toshkent,Xizmat,658,30,10,1,0,36432,12,0.1126,0.4602,0.4094,0.7518,0.7168,5,0.9275,0.2973,0.0153,1,0.1636,0.0726,0.1251,0.077,0.1236,0.0144,0.1601,38483,0.4087,2518,0,O'rta,1,1,5,5
Sukuk,Buxoro,Qishloq xo'jaligi,637,54,22,0,0,10284,84,0.0669,0.6969,0.3122,0.9494,0.1306,3,0.7951,0.2681,0.0253,1,0.1214,0.0785,0.1105,0.0364,0.2271,0.0133,0.0633,12693,0.316,254,0,Past,0,3,0,2
Ijara,Qashqadaryo,Ishlab chiqarish,554,24,16,3,2,33034,24,0.1126,0.3242,0.356,0.6294,0.503,1,0.55,0.2173,0.0941,1,0.114,0.0664,0.0637,0.0055,0.0096,0.0467,0.9035,36753,0.2955,9811,1,Juda Yuqori,3,0,3,1
Ijara,Toshkent,Qishloq xo'jaligi,605,50,8,5,1,56274,36,0.0915,0.4066,0.1001,0.6355,0.5159,3,0.9056,0.1887,0.1474,1,0.0467,0.0665,0.1061,0.0439,0.3743,0.0373,0.084,63995,0.41,2205,0,Past,0,0,5,2
Ijara,Toshkent,Qurilish,590,49,7,0,0,200005,60,0.0916,0.8156,0.3794,0.69,0.4767,2,0.7353,0.1063,0.0835,1,0.1319,0.0589,0.1194,0.0046,-0.0286,0.113,0.5564,245796,0.4494,61458,0,Juda Yuqori,3,0,5,3
Ijara,Toshkent,Savdo,767,29,12,1,0,99690,60,0.0897,0.5445,0.201,0.6578,0.3849,3,0.8839,0.0881,0.2702,1,0.0749,0.0575,0.0728,0.0685,-0.2461,0.0646,0.0365,122047,0.3148,1403,0,Past,0,0,5,4
Musharaka,Buxoro,Qurilish,544,54,14,3,0,47964,24,0.2811,0.6213,0.4025,0.7734,0.1721,3,0.8176,0.0866,0.1227,1,0.2326,0.0396,0.0975,0.1251,-0.0147,-0.0101,0.4916,61448,0.4851,14656,1,Juda Yuqori,3,2,0,3
Murabaha,Qashqadaryo,Eksport,575,27,16,2,0,292298,36,0.077,0.4818,0.3683,0.7631,0.884,4,0.6902,0.1307,0.1713,1,0.1271,0.0704,0.0884,0.0241,0.1496,0.1103,0.3169,326037,0.3531,36474,1,Yuqori,2,1,3,0
Murabaha,Farg'ona,Qurilish,676,58,6,2,0,120987,36,0.0796,0.4712,0.3764,0.5516,0.1888,3,0.7669,0.1597,0.1079,1,0.1593,0.0455,0.0697,0.0533,-0.0811,0.1765,0.1837,135440,0.4271,10629,1,O'rta,1,1,1,3
Sukuk,Farg'ona,Qurilish,506,52,23,3,0,20835,60,0.0679,0.5057,0.4648,0.828,0.5003,3,0.7339,0.1983,0.382,1,0.0769,0.0455,0.078,0.0515,0.0968,0.0814,0.5468,24372,0.3449,4596,0,Juda Yuqori,3,3,1,3
Musharaka,Namangan,Eksport,426,42,13,3,0,31017,120,0.1462,0.554,0.5869,0.8842,0.2637,5,0.8907,0.0587,0.179,1,0.2144,0.0643,0.1136,0.0326,0.1366,-0.036,0.5416,53690,0.6196,18017,1,Juda Yuqori,3,2,2,0
Ijara,Samarqand,Qishloq xo'jaligi,648,60,5,4,0,1722,24,0.0506,0.3822,0.3957,0.7258,0.7719,2,0.8376,0.2346,0.0179,1,0.0986,0.0475,0.0941,0.0219,0.0297,-0.0001,0.2329,1809,0.28,118,1,O'rta,1,0,4,2
Musharaka,Samarqand,Ishlab chiqarish,837,31,3,0,0,126944,120,0.1802,0.8944,0.3145,0.5955,0.6192,2,0.7433,0.1376,0.171,1,0.2429,0.0262,0.1081,0.0307,-0.1865,0.071,0.7572,241288,0.6785,123959,1,Juda Yuqori,3,2,4,1
Murabaha,Farg'ona,Xizmat,658,35,5,2,1,42840,6,0.1129,0.3241,0.2042,0.562,0.8034,5,0.6362,0.1162,0.0703,1,0.1079,0.0786,0.0427,0.0519,-0.1032,-0.0141,0.0902,44048,0.4994,1984,0,Past,0,1,1,5
Murabaha,Qashqadaryo,Xizmat,526,44,4,4,1,25343,36,0.0719,0.4812,0.5892,0.5969,0.7632,1,0.7334,0.2133,0.0207,1,0.1537,0.0423,0.1155,0.054,-0.1652,-0.0072,0.9577,28077,0.5492,14766,1,Juda Yuqori,3,1,3,5
Ijara,Qashqadaryo,Xizmat,834,61,14,1,0,41056,24,0.1026,0.533,0.3355,0.8807,0.3718,4,0.6903,0.2262,0.1449,1,0.1214,0.0541,0.0997,0.0784,-0.0352,0.0713,0.0402,45267,0.2912,530,0,Past,0,0,3,5
Musharaka,Farg'ona,Savdo,801,61,2,2,0,92076,36,0.131,0.4389,0.1976,0.8375,0.8263,3,0.9211,0.2628,0.0617,1,0.2455,0.064,0.1153,0.0166,-0.1968,0.0448,0.21,110169,0.5214,12060,0,O'rta,1,2,1,4
Murabaha,Namangan,Eksport,637,40,5,4,0,13612,12,0.1115,0.4588,0.3496,0.6506,0.7397,3,0.7435,0.2691,0.2591,0,0.1243,0.064,0.094,0.0194,0.0022,0.0126,0.702,14371,0.5657,5707,1,Juda Yuqori,3,1,2,0
Musharaka,Toshkent,Qurilish,619,22,14,1,1,70832,12,0.3607,0.5947,0.2204,0.7495,0.2681,2,0.7494,0.1477,0.166,1,0.2216,0.0522,0.1012,0.0532,-0.0328,-0.0906,0.7515,83607,0.5153,32378,0,Juda Yuqori,3,2,5,3
Murabaha,Namangan,Eksport,737,37,23,1,0,52054,12,0.0954,0.8003,0.4812,0.561,0.2078,3,0.6963,0.1726,0.0328,0,0.1224,0.0574,0.1375,0.0856,0.0777,0.1035,0.5148,54538,0.536,15049,1,Juda Yuqori,3,1,2,0
Musharaka,Farg'ona,Savdo,594,56,12,2,0,25363,36,0.2335,0.3714,0.4296,0.9357,0.3263,5,0.8142,0.1285,0.1639,1,0.2973,0.0593,0.0781,0.0651,0.0474,0.0575,0.2244,34246,0.4652,3575,0,O'rta,1,2,1,4
Murabaha,Toshkent,Qurilish,692,23,2,2,0,4360,60,0.0708,0.7403,0.1362,0.7996,0.3709,3,0.8072,0.0523,0.2983,1,0.1355,0.045,0.1161,0.0295,-0.0853,0.1057,0.143,5132,0.4868,357,0,O'rta,1,1,5,3
Ijara,Qashqadaryo,Qishloq xo'jaligi,689,24,15,3,0,202824,60,0.0502,0.3289,0.2228,0.8475,0.7031,4,0.9157,0.0466,0.3047,1,0.094,0.0775,0.0941,0.0553,0.064,-0.0751,0.0211,228283,0.3687,1774,0,Past,0,0,3,2
Murabaha,Samarqand,Qishloq xo'jaligi,607,48,1,0,0,12446,36,0.1514,0.4772,0.3435,0.7345,0.8141,3,0.6833,0.1862,0.0344,1,0.1511,0.0528,0.0901,0.054,0.0551,0.2481,0.3989,15272,0.4112,2505,0,Yuqori,2,1,4,2
Musharaka,Namangan,Qurilish,542,37,22,2,0,67519,120,0.271,0.7107,0.3199,0.6736,0.8239,4,0.5969,0.2306,0.0717,1,0.2463,0.052,0.091,0.081,-0.0769,0.0766,0.8967,158992,0.612,87253,1,Juda Yuqori,3,2,2,3
Murabaha,Qashqadaryo,Savdo,706,33,9,4,0,133732,6,0.0737,0.699,0.4404,0.8425,0.7136,3,0.8134,0.0185,0.1335,1,0.1402,0.0728,0.1434,0.0607,0.1027,0.0583,0.3372,136196,0.4181,19202,0,Yuqori,2,1,3,4
Murabaha,Toshkent,Qishloq xo'jaligi,567,61,13,3,0,17828,36,0.1136,0.7367,0.5162,0.6814,0.8684,3,0.9258,0.2032,0.1161,1,0.1142,0.0598,0.0834,0.0688,0.093,0.0308,0.7409,20865,0.4937,7632,0,Juda Yuqori,3,1,5,2
Murabaha,Qashqadaryo,Ishlab chiqarish,625,58,2,6,0,96301,12,0.0765,0.8118,0.2903,0.8586,0.7721,2,0.7287,0.0232,0.3299,1,0.0814,0.0647,0.0821,0.0703,-0.0562,0.0031,0.5513,99986,0.4179,23036,1,Juda Yuqori,3,1,3,1
Musharaka,Qashqadaryo,Ishlab chiqarish,493,29,8,5,1,473705,84,0.2509,0.4451,0.6449,0.7918,0.6865,3,0.7635,0.1486,0.2338,1,0.2396,0.0612,0.0868,0.0465,-0.1863,-0.0633,0.9603,889669,0.6311,539214,1,Juda Yuqori,3,2,3,1
Musharaka,Namangan,Ishlab chiqarish,687,25,1,1,0,115112,84,0.2645,0.6792,0.3257,0.7845,0.5467,4,0.8775,0.1731,0.0191,1,0.2087,0.0598,0.0751,0.0663,0.057,-0.0128,0.1749,221677,0.5935,23007,0,O'rta,1,2,2,1
Murabaha,Toshkent,Savdo,675,60,1,3,0,8286,36,0.1006,0.7375,0.5226,0.7584,0.144,2,0.9022,0.3595,0.0325,1,0.1181,0.0429,0.125,0.0442,0.0887,-0.0016,0.5321,9537,0.3838,1948,1,Juda Yuqori,3,1,5,4
Ijara,Buxoro,Savdo,755,29,7,4,0,66827,84,0.1252,0.4276,0.5873,0.8435,0.4879,5,0.7389,0.1503,0.0621,0,0.073,0.0611,0.0774,0.0546,0.1906,0.0938,0.0536,96111,0.3606,1859,0,Past,0,0,0,4
Sukuk,Buxoro,Xizmat,535,26,1,3,2,55383,36,0.0406,0.5269,0.1109,0.4785,0.3567,4,0.8156,0.0476,0.1374,1,0.0229,0.0655,0.0977,0.013,-0.0723,-0.0989,0.1842,58754,0.2397,2594,0,O'rta,1,3,0,5
Ijara,Namangan,Qurilish,707,34,5,1,0,15177,36,0.077,0.4699,0.5287,0.8458,0.8546,3,0.8958,0.0504,0.0205,1,0.0766,0.0675,0.1342,0.0195,-0.0293,0.1431,0.1332,16929,0.2835,639,0,O'rta,1,0,2,3
Murabaha,Farg'ona,Savdo,693,48,22,1,0,56394,6,0.1724,0.7366,0.5028,0.5114,0.7327,3,0.7457,0.4122,0.1102,1,0.0847,0.0681,0.1265,0.0059,-0.0759,0.0598,0.8327,58825,0.5387,26385,1,Juda Yuqori,3,1,1,4
Musharaka,Qashqadaryo,Savdo,689,54,8,2,0,10852,36,0.3281,0.5222,0.4764,0.8505,0.3448,3,0.6,0.3055,0.1098,1,0.2352,0.0498,0.1316,0.0325,0.1021,0.0652,0.7205,16194,0.5652,6595,0,Juda Yuqori,3,2,3,4
Murabaha,Samarqand,Eksport,684,29,11,1,0,26357,24,0.1134,0.5172,0.4613,0.7489,0.167,3,0.9016,0.0994,0.1606,1,0.0926,0.0559,0.1067,0.0422,0.017,-0.0368,0.0813,29345,0.3625,865,1,Past,0,1,4,0
Murabaha,Toshkent,Savdo,631,53,3,1,0,9431,60,0.1759,0.7084,0.489,0.7566,0.7346,2,0.6633,0.1921,0.1169,1,0.0964,0.0505,0.0982,0.0287,-0.0429,-0.0691,0.7302,13577,0.3977,3943,1,Juda Yuqori,3,1,5,4
Sukuk,Toshkent,Ishlab chiqarish,581,43,17,7,2,48324,24,0.0891,0.6455,0.5149,0.673,0.7922,5,0.8023,0.5,0.0458,1,0.0989,0.0758,0.1089,0.0194,0.0006,0.0356,0.8778,52629,0.301,13903,0,Juda Yuqori,3,3,5,1
Murabaha,Buxoro,Qurilish,568,50,13,1,1,130372,36,0.1677,0.2126,0.5328,0.6154,0.5803,3,0.6434,0.1429,0.1815,1,0.1306,0.0688,0.0868,0.026,-0.1776,0.0438,0.7408,163172,0.5794,70047,1,Juda Yuqori,3,1,0,3
Musharaka,Qashqadaryo,Savdo,586,57,14,5,1,48560,84,0.3025,0.6693,0.5108,0.6251,0.8768,3,0.7021,0.0979,0.034,1,0.2595,0.0692,0.0953,0.0221,-0.0627,0.0089,0.9715,99975,0.5822,56541,1,Juda Yuqori,3,2,3,4
Musharaka,Qashqadaryo,Qurilish,705,29,16,1,0,19315,60,0.2776,0.6791,0.3317,0.493,0.8191,3,0.9569,0.1653,0.1052,1,0.2303,0.0631,0.1381,0.0752,0.0764,0.0386,0.7368,32718,0.6203,14953,1,Juda Yuqori,3,2,3,3
Ijara,Qashqadaryo,Qishloq xo'jaligi,657,58,24,5,1,82418,24,0.0754,0.7127,0.6505,0.6108,0.8313,3,0.6319,0.0991,0.0213,1,0.142,0.0578,0.1439,0.0048,-0.1592,-0.0945,0.7731,88630,0.2999,20549,1,Juda Yuqori,3,0,3,2
Musharaka,Namangan,Eksport,649,59,7,2,0,4464,120,0.2756,0.4903,0.4648,0.7241,0.1394,3,0.7615,0.0362,0.193,1,0.274,0.0733,0.0501,0.0563,0.2608,0.0479,0.3714,10617,0.4111,1621,0,Yuqori,2,2,2,0
Murabaha,Buxoro,Qishloq xo'jaligi,519,35,4,6,0,123816,36,0.0742,0.8234,0.148,0.6001,0.2262,5,0.8969,0.2952,0.1995,1,0.1573,0.0503,0.113,0.0576,0.1,-0.133,0.2819,137591,0.2575,9987,0,Yuqori,2,1,0,2
Murabaha,Samarqand,Xizmat,725,26,5,2,0,53625,36,0.1231,0.5307,0.3083,0.8064,0.7028,2,0.55,0.2166,0.0716,1,0.1313,0.0582,0.0968,0.0289,0.1547,0.0464,0.2895,63529,0.4337,7977,0,Yuqori,2,1,4,5
Musharaka,Samarqand,Savdo,678,64,22,4,1,44964,60,0.3506,0.8995,0.5087,0.8943,0.7142,3,0.8276,0.1789,0.1142,1,0.2377,0.0549,0.0675,0.0405,0.1658,-0.0275,0.8593,84376,0.6082,44092,1,Juda Yuqori,3,2,4,4
Murabaha,Farg'ona,Savdo,817,36,8,3,0,151311,60,0.16,0.2982,0.407,0.7542,0.8394,4,0.7467,0.2181,0.1086,1,0.1547,0.0693,0.1103,0.0302,0.0295,0.103,0.1612,211820,0.3109,10617,0,O'rta,1,1,1,4
Murabaha,Qashqadaryo,Savdo,674,29,9,2,0,174394,24,0.1048,0.4872,0.6315,0.935,0.2915,4,0.8388,0.1891,0.1337,1,0.1025,0.0517,0.0759,0.0165,-0.2782,-0.09,0.0973,192676,0.376,7051,0,Past,0,1,3,4
Murabaha,Samarqand,Ishlab chiqarish,553,38,6,4,2,63219,24,0.1472,0.8653,0.3613,0.6309,0.3825,4,0.7926,0.0636,0.0723,1,0.0986,0.0556,0.0823,0.0367,-0.2778,0.0124,0.7138,72524,0.6375,33002,1,Juda Yuqori,3,1,4,1
Murabaha,Qashqadaryo,Qishloq xo'jaligi,569,62,1,1,0,114754,60,0.1141,0.6294,0.0687,0.7376,0.6371,3,0.7225,0.1956,0.1206,1,0.1135,0.0442,0.0955,0.0172,0.0679,0.1864,0.1989,147497,0.4522,13266,1,O'rta,1,1,3,2
Murabaha,Samarqand,Xizmat,693,49,4,0,0,13711,60,0.0829,0.5437,0.5892,0.6433,0.6366,2,0.6045,0.1711,0.1457,1,0.0837,0.0463,0.0667,0.0432,0.0731,0.0971,0.6136,16554,0.5353,5437,1,Juda Yuqori,3,1,4,5
Murabaha,Buxoro,Ishlab chiqarish,716,45,15,2,0,182328,36,0.1407,0.3907,0.2214,0.7981,0.2997,2,0.7163,0.4194,0.0437,1,0.1088,0.0497,0.0884,0.0867,-0.1739,-0.0466,0.1593,220798,0.3602,12666,1,O'rta,1,1,0,1
Musharaka,Namangan,Qishloq xo'jaligi,631,50,7,2,0,41691,36,0.2831,0.7884,0.4363,0.7768,0.1969,3,0.74,0.2351,0.0222,1,0.2657,0.0295,0.107,0.0888,-0.0633,0.1167,0.7278,59392,0.6072,26245,0,Juda Yuqori,3,2,2,2
Ijara,Samarqand,Eksport,657,23,23,1,0,30525,24,0.1048,0.4621,0.3486,0.7059,0.3963,3,0.888,0.078,0.0229,1,0.1007,0.0823,0.1201,0.0326,-0.0275,0.0849,0.066,33725,0.2148,478,0,Past,0,0,4,0
Ijara,Samarqand,Xizmat,584,57,16,2,0,50790,60,0.0721,0.8153,0.4613,0.7576,0.1606,4,0.7716,0.0863,0.0637,1,0.1178,0.0677,0.0751,0.0304,0.0797,-0.0837,0.1329,59944,0.1584,1262,0,O'rta,1,0,4,5
Murabaha,Namangan,Savdo,662,35,16,0,0,49070,60,0.1249,0.7971,0.1935,0.7552,0.2574,3,0.7992,0.5,0.1938,1,0.1338,0.0819,0.1022,0.0206,0.2375,0.0824,0.4769,64398,0.5932,18215,0,Juda Yuqori,3,1,2,4
Murabaha,Qashqadaryo,Qishloq xo'jaligi,589,48,7,1,0,186151,60,0.1037,0.5133,0.4128,0.6777,0.3754,5,0.5536,0.1284,0.0572,0,0.139,0.0559,0.0778,0.0315,-0.021,0.087,0.2212,234399,0.2541,13175,0,O'rta,1,1,3,2
Murabaha,Namangan,Qurilish,588,35,3,1,0,16684,24,0.1371,0.4392,0.2614,0.8,0.8348,3,0.6387,0.2464,0.0669,0,0.1156,0.0692,0.108,0.0597,0.1279,-0.094,0.5716,18971,0.5498,5962,1,Juda Yuqori,3,1,2,3
Musharaka,Samarqand,Savdo,387,38,13,3,0,23386,84,0.3164,0.6635,0.6667,0.7408,0.1344,4,0.7573,0.1647,0.0602,0,0.2308,0.0561,0.0663,0.1121,-0.142,0.0815,0.9033,49283,0.6003,26725,1,Juda Yuqori,3,2,4,4
Ijara,Namangan,Ishlab chiqarish,569,29,13,2,0,19445,60,0.0635,0.352,0.5862,0.9546,0.8968,3,0.7568,0.2152,0.0115,1,0.1119,0.0525,0.1088,0.0961,-0.2655,-0.0071,0.3747,22533,0.3564,3009,0,Yuqori,2,0,2,1
Murabaha,Toshkent,Qurilish,611,50,17,2,0,3398,36,0.0885,0.8129,0.3323,0.9148,0.7903,5,0.7998,0.3427,0.1817,1,0.131,0.0427,0.0925,0.0452,-0.082,-0.0517,0.4405,3849,0.474,804,0,Yuqori,2,1,5,3
Sukuk,Farg'ona,Ishlab chiqarish,646,45,15,5,1,64120,120,0.0865,0.4034,0.2823,0.8412,0.1037,3,0.903,0.1223,0.0604,1,0.0536,0.0656,0.0874,0.0139,0.0153,-0.0214,0.0292,91849,0.2883,772,0,Past,0,3,1,1
Murabaha,Namangan,Eksport,711,60,15,1,0,6691,60,0.1473,0.7685,0.5302,0.9245,0.5971,2,0.8989,0.0508,0.2817,1,0.1336,0.0533,0.0651,0.0183,-0.3588,0.0618,0.4254,9156,0.5073,1976,0,Yuqori,2,1,2,0
Musharaka,Qashqadaryo,Ishlab chiqarish,540,41,6,1,0,7224,120,0.3415,0.5891,0.2737,0.7551,0.5549,5,0.8577,0.1135,0.1487,1,0.2469,0.0757,0.0827,0.0353,-0.25,0.0772,0.3203,19558,0.5761,3608,1,Yuqori,2,2,3,1
Ijara,Toshkent,Eksport,620,23,18,2,0,61984,36,0.086,0.2403,0.4408,0.5278,0.4894,2,0.636,0.2977,0.177,1,0.0912,0.0677,0.0832,0.0714,-0.0742,0.0022,0.5042,69984,0.2382,8406,0,Juda Yuqori,3,0,5,0
Sukuk,Buxoro,Ishlab chiqarish,759,63,16,5,1,22075,120,0.0677,0.7657,0.5942,0.7446,0.3702,3,0.8174,0.2692,0.1983,1,0.0708,0.0797,0.1307,0.0453,0.1844,-0.0122,0.5704,29547,0.4266,7190,0,Juda Yuqori,3,3,0,1
Ijara,Farg'ona,Savdo,601,31,2,2,0,119367,24,0.0808,0.5653,0.1133,0.6909,0.675,2,0.5889,0.0561,0.1364,1,0.0899,0.0806,0.0823,0.1119,0.087,0.1317,0.2583,129013,0.4864,16206,0,Yuqori,2,0,1,4
Ijara,Buxoro,Eksport,691,63,5,2,0,63928,60,0.106,0.7428,0.2342,0.9234,0.4295,3,0.8011,0.1087,0.0263,1,0.0968,0.0466,0.0945,0.1021,-0.3575,0.2329,0.0569,80868,0.4156,1912,0,Past,0,0,0,0
